"Bacteroidales.Porphyromonadaceae.Parabacteroides","Bacteroidales.Rikenellaceae.unclassified","Bacteroidales.S24-7.unclassified","Clostridiales.unclassified.unclassified","Clostridiales.Mogibacteriaceae.unclassified","Clostridiales.Lachnospiraceae.unclassified","Clostridiales.Lachnospiraceae.unclassified.1","Clostridiales.Lachnospiraceae.Coprococcus","Clostridiales.Ruminococcaceae.unclassified","Clostridiales.Ruminococcaceae.Anaerotruncus","Clostridiales.Ruminococcaceae.Oscillospira","Clostridiales.Ruminococcaceae.Ruminococcus","Coriobacteriales.Coriobacteriaceae.Adlercreutzia","Lactobacillales.Lactobacillaceae.Lactobacillus","Turicibacterales.Turicibacteraceae.Turicibacter"
0,7.1106659989985,83.2248372558838,0.500751126690035,0,0.901352028042063,1.12669003505258,0,0.150225338007011,0.0500751126690035,0.901352028042063,0.125187781672509,0.100150225338007,2.55383074611918,0.57586379569354
0,6.61072972285787,84.2613780828884,0.559369438087974,0.203407068395627,0.7627765064836,0.661072972285787,0.61022120518688,0.559369438087974,0,0.330536486142893,0,0.0508517670989067,3.20366132723112,0.30511060259344
0,14.178544636159,67.6169042260565,3.95098774693673,0.225056264066016,2.87571892973243,1.00025006251563,1.37534383595899,1.20030007501875,0,1.45036259064766,0,0,4.97624406101525,0.650162540635159
0,12.0398773006135,51.5848670756646,5.98159509202454,1.25255623721881,6.64621676891615,2.53067484662577,2.32617586912065,1.02249488752556,0.332310838445808,5.57259713701432,2.40286298568507,0,3.19529652351738,0.485685071574642
0,6.00252206809584,75.5863808322825,2.90037831021438,0.882723833543506,2.3203026481715,1.9672131147541,1.58890290037831,1.28625472887768,0.151324085750315,2.19419924337957,0.655737704918033,0.151324085750315,1.46279949558638,0.277427490542245
0,6.34081902245707,3.40819022457067,13.3421400264201,0.898282694848085,1.87582562747688,2.1664464993395,3.778071334214,8.85072655217966,0,33.2100396301189,5.12549537648613,0.581241743725231,7.60898282694848,0.977542932628798
1.62431228713649,5.05632695834425,39.5336651820802,9.53628504060781,0.366780193869531,5.26591564055541,1.88629813990045,2.122085407388,0,0.497773120251506,1.0479434110558,2.1482839926644,0.576368876080692,24.6790673303642,1.23133350799057
0.333247885157652,2.71725198667008,27.6339400153807,6.99820558831069,0.0769033581133043,1.38426044603948,1.10228146629069,1.56370161497052,0,0.179441168931043,0.512689054088695,0.256344527044348,0.0769033581133043,52.0123045372981,1.02537810817739
5.37496800614282,4.58152034809317,61.7097517276683,9.72613258254415,0.230355771691835,2.30355771691835,1.38213463015101,1.48451497312516,0.127975428717686,0.255950857435372,0.665472229331968,1.04939851548503,0,7.16662400819043,1.07499360122856
1.64609053497942,4.16666666666667,66.8724279835391,5.06687242798354,0,1.20884773662551,0.488683127572016,1.33744855967078,0.0771604938271605,0.205761316872428,0.848765432098765,0.257201646090535,0,7.30452674897119,1.8261316872428
3.33591931730023,2.79286268425136,41.8929402637704,11.7662270493923,0.387897595034911,4.62891130074994,2.40496508921645,8.89578484613395,0,2.97388156193432,1.62916989914663,6.98215671062839,0.413757434703905,4.55133178174295,0
0.748580278781621,3.04594734124935,27.1553949406298,6.68559628291172,0,4.1817243159525,3.32989158492514,1.13577697470315,0.800206504904492,0.59370160041301,5.75632421270005,1.96179659266908,0.59370160041301,36.2932369643779,1.03252452245741
0.890751899397433,4.19177364422321,33.8747707623788,8.43594445899921,0,0.864553314121038,1.72910662824208,4.03458213256484,0.864553314121038,0.261985852763951,5.81608593135971,1.67670945768928,1.46712077547812,32.1194655488604,0.340581608593136
4.19543281996814,0,12.1614445034519,18.1093998937865,0,2.60223048327138,1.77907594264472,0.876261285183218,0.637280934678704,0.82315454062666,5.76208178438662,1.59320233669676,0,7.40839086563994,1.03558151885289
6.11982514785292,2.87991771663667,11.2111082540499,13.6796091540242,1.33710465415274,1.61995371560813,13.8081769092312,3.34276163538185,3.52275649267164,0.925687837490357,5.83697608639753,0.411416816662381,0.668552327076369,8.6654667009514,1.41424530727693
47.093023255814,3.40909090909091,0,9.38160676532769,2.56342494714588,7.37315010570825,4.88900634249471,3.30338266384778,4.04334038054968,1.34778012684989,4.06976744186047,0.607822410147992,1.05708245243129,3.06553911205074,0.47568710359408
20.5373288555929,6.76827693102557,0,5.11495737535521,1.75665202789977,2.14414879876001,9.91991733402222,2.53164556962025,0,0,0.697494187548437,0,11.4440712994058,21.7773185223456,0
4.51050743208611,2.89595079446438,0,10.5586878523834,0.79446437724244,7.0732957457714,4.27985648385443,3.61353152229626,2.81906714505382,0.128139415684264,14.4797539723219,3.17785750896976,0.384418247052793,5.35622757560226,0
44.5264765784114,2.34215885947047,0.941955193482688,13.3401221995927,1.60386965376782,3.30957230142566,4.78615071283096,2.44399185336049,2.26578411405295,0,7.40835030549898,1.88391038696538,1.40020366598778,5.11710794297352,0
6.63163163163163,15.7407407407407,0,10.6106106106106,2.55255255255255,1.3013013013013,1.67667667667668,4.67967967967968,0,0,0,2.22722722722723,0.925925925925926,9.13413413413413,0
69.5475343162176,5.69395017793594,0.101677681748856,7.16827656329436,0.25419420437214,2.21148957803762,2.82155566853076,2.03355363497712,0.152516522623284,2.38942552109812,0.152516522623284,0.584646670055923,0.12709710218607,1.88103711235384,0.228774783934926
